Area,Room,Parking,Warehouse,Elevator,Address,Price,Price_Million,Price_per_sqm,Price_per_sqm_Million
84.0,3,True,True,True,Andisheh,1554000000.0,1554.0,18500000.0,18.5
140.0,3,True,True,True,Andisheh,1484000000.0,1484.0,10600000.0,10.6
37.0,1,False,True,False,Andisheh,355000000.0,355.0,9594594.594594594,9.594594594594595
120.0,2,True,True,False,Andisheh,1800000000.0,1800.0,15000000.0,15.0
89.0,2,True,False,True,Andisheh,1100000000.0,1100.0,12359550.561797753,12.359550561797754
95.0,2,True,True,True,Andisheh,1200000000.0,1200.0,12631578.94736842,12.631578947368421
134.0,3,True,True,True,Andisheh,1100000000.0,1100.0,8208955.223880597,8.208955223880597
134.0,3,True,True,True,Andisheh,1100000000.0,1100.0,8208955.223880597,8.208955223880597
105.0,2,False,True,False,Andisheh,1100000000.0,1100.0,10476190.476190476,10.476190476190476
45.0,1,False,True,False,Andisheh,395000000.0,395.0,8777777.777777778,8.777777777777779
60.0,2,True,True,True,Andisheh,950000000.0,950.0,15833333.333333334,15.833333333333334
105.0,2,True,True,True,Andisheh,1930000000.0,1930.0,18380952.38095238,18.38095238095238
105.0,2,True,True,False,Andisheh,1000000000.0,1000.0,9523809.523809524,9.523809523809524
92.0,2,False,True,False,Andisheh,930000000.0,930.0,10108695.652173912,10.108695652173912
100.0,2,True,True,True,Andisheh,1800000000.0,1800.0,18000000.0,18.0
55.0,1,True,True,False,Andisheh,550000000.0,550.0,10000000.0,10.0
50.0,1,True,True,False,Andisheh,650000000.0,650.0,13000000.0,13.0
84.0,2,True,True,False,Andisheh,773000000.0,773.0,9202380.952380951,9.20238095238095
105.0,2,True,True,True,Andisheh,1200000000.0,1200.0,11428571.42857143,11.428571428571429
89.0,2,True,True,False,Andisheh,1068000000.0,1068.0,12000000.0,12.0
39.0,1,False,True,False,Andisheh,370000000.0,370.0,9487179.487179488,9.487179487179487
52.0,1,False,True,True,Andisheh,665000000.0,665.0,12788461.538461538,12.788461538461538
50.0,1,True,True,False,Andisheh,755000000.0,755.0,15100000.0,15.1
85.0,2,True,True,True,Andisheh,1100000000.0,1100.0,12941176.470588235,12.941176470588236
63.0,2,False,True,False,Andisheh,410000000.0,410.0,6507936.507936508,6.507936507936509
73.0,2,True,True,False,Andisheh,868000000.0,868.0,11890410.95890411,11.89041095890411
95.0,2,True,True,True,Andisheh,1200000000.0,1200.0,12631578.94736842,12.631578947368421
98.0,2,True,True,True,Andisheh,1370000000.0,1370.0,13979591.836734693,13.979591836734693
52.0,1,True,True,False,Andisheh,670000000.0,670.0,12884615.384615384,12.884615384615383
40.0,1,True,True,False,Andisheh,260000000.0,260.0,6500000.0,6.5
37.0,1,True,True,False,Andisheh,345000000.0,345.0,9324324.324324325,9.324324324324325
51.0,1,True,True,False,Andisheh,670000000.0,670.0,13137254.901960785,13.137254901960784
58.0,2,True,True,False,Andisheh,754000000.0,754.0,13000000.0,13.0
105.0,2,True,True,False,Andisheh,1100000000.0,1100.0,10476190.476190476,10.476190476190476
39.0,1,True,True,False,Andisheh,550000000.0,550.0,14102564.102564102,14.102564102564102
55.0,2,True,True,True,Andisheh,450000000.0,450.0,8181818.181818182,8.181818181818182
55.0,1,True,True,True,Andisheh,450000000.0,450.0,8181818.181818182,8.181818181818182
65.0,2,True,True,False,Andisheh,600000000.0,600.0,9230769.23076923,9.23076923076923
66.0,1,False,True,False,Andisheh,750000000.0,750.0,11363636.363636363,11.363636363636363
38.0,1,False,True,False,Andisheh,320000000.0,320.0,8421052.631578946,8.421052631578947
56.0,2,True,True,False,Andisheh,515000000.0,515.0,9196428.57142857,9.196428571428571
72.0,2,False,False,False,Andisheh,950000000.0,950.0,13194444.444444444,13.194444444444445
55.0,1,True,True,True,Andisheh,797500000.0,797.5,14500000.0,14.5
69.0,2,True,True,False,Andisheh,980000000.0,980.0,14202898.550724637,14.202898550724637
59.0,1,True,True,True,Andisheh,708000000.0,708.0,12000000.0,12.0
61.0,2,False,True,False,Andisheh,460000000.0,460.0,7540983.606557377,7.5409836065573765
122.0,3,True,True,True,Aqdasieh,7200000000.0,7200.0,59016393.44262295,59.01639344262295
122.0,2,True,True,True,Aqdasieh,7000000000.0,7000.0,57377049.18032787,57.37704918032787
180.0,3,True,True,True,Aqdasieh,12600000000.0,12600.0,70000000.0,70.0
122.0,2,True,True,True,Aqdasieh,7000000000.0,7000.0,57377049.18032787,57.37704918032787
54.0,1,True,True,False,Aqdasieh,3500000000.0,3500.0,64814814.81481481,64.81481481481481
200.0,3,True,True,True,Aqdasieh,13300000000.0,13300.0,66500000.0,66.5
202.0,3,True,True,True,Aqdasieh,13200000000.0,13200.0,65346534.653465346,65.34653465346534
200.0,3,True,True,True,Aqdasieh,13400000000.0,13400.0,67000000.0,67.0
202.0,3,True,True,True,Aqdasieh,14700000000.0,14700.0,72772277.22772278,72.77227722772278
153.0,2,True,True,True,Aqdasieh,10500000000.0,10500.0,68627450.98039216,68.62745098039215
150.0,2,True,True,True,Aqdasieh,10500000000.0,10500.0,70000000.0,70.0
201.0,3,True,True,True,Aqdasieh,14200000000.0,14200.0,70646766.16915423,70.64676616915423
200.0,3,True,True,True,Aqdasieh,14000000000.0,14000.0,70000000.0,70.0
63.0,1,True,True,True,Aqdasieh,4000000000.0,4000.0,63492063.49206349,63.492063492063494
100.0,2,True,True,True,Aqdasieh,7000000000.0,7000.0,70000000.0,70.0
77.0,2,True,True,True,Aqdasieh,5200000000.0,5200.0,67532467.53246753,67.53246753246754
203.0,3,True,True,True,Araj,13800000000.0,13800.0,67980295.56650247,67.98029556650246
200.0,3,True,True,True,Araj,13700000000.0,13700.0,68500000.0,68.5
202.0,3,False,False,False,Araj,13300000000.0,13300.0,65841584.15841584,65.84158415841584
200.0,3,True,True,True,Araj,13300000000.0,13300.0,66500000.0,66.5
202.0,3,False,False,False,Araj,13500000000.0,13500.0,66831683.16831683,66.83168316831683
202.0,3,True,True,True,Araj,13700000000.0,13700.0,67821782.17821783,67.82178217821783
303.0,5,True,True,False,Argentina,33330000000.0,33330.0,110000000.0,110.0
300.0,3,True,True,False,Argentina,17000000000.0,17000.0,56666666.666666664,56.666666666666664
93.0,2,True,True,True,Atabak,1300000000.0,1300.0,13978494.623655913,13.978494623655914
56.0,3,False,True,False,Atabak,900000000.0,900.0,16071428.57142857,16.07142857142857
83.0,3,False,False,False,Atabak,1286500000.0,1286.5,15500000.0,15.5
96.0,2,True,True,True,Azadshahr,3750000000.0,3750.0,39062500.0,39.0625
145.0,2,True,True,True,Azadshahr,4500000000.0,4500.0,31034482.75862069,31.03448275862069
123.0,3,True,True,False,Azadshahr,3450000000.0,3450.0,28048780.48780488,28.04878048780488
85.0,2,False,False,False,Azadshahr,3100000000.0,3100.0,36470588.23529412,36.470588235294116
160.0,3,True,True,False,Azadshahr,4500000000.0,4500.0,28125000.0,28.125
80.0,2,True,True,True,Azarbaijan,2800000000.0,2800.0,35000000.0,35.0
60.0,2,True,True,True,Azarbaijan,1950000000.0,1950.0,32500000.0,32.5
64.0,2,True,True,True,Azarbaijan,2090000000.0,2090.0,32656250.0,32.65625
63.0,2,False,True,False,Azarbaijan,1340000000.0,1340.0,21269841.26984127,21.26984126984127
53.0,1,True,True,True,Azarbaijan,1500000000.0,1500.0,28301886.79245283,28.30188679245283
80.0,2,True,True,True,Azarbaijan,2480000000.0,2480.0,31000000.0,31.0
57.0,1,True,True,True,Azarbaijan,1750000000.0,1750.0,30701754.38596491,30.70175438596491
54.0,1,False,True,False,Azarbaijan,1100000000.0,1100.0,20370370.37037037,20.37037037037037
40.0,1,True,True,True,Azarbaijan,1150000000.0,1150.0,28750000.0,28.75
55.0,2,True,True,True,Azarbaijan,1000000000.0,1000.0,18181818.181818184,18.181818181818183
63.0,2,True,True,False,Azarbaijan,1390000000.0,1390.0,22063492.063492063,22.063492063492063
40.0,1,False,True,False,Azarbaijan,1000000000.0,1000.0,25000000.0,25.0
37.0,1,False,True,False,Azarbaijan,950000000.0,950.0,25675675.675675675,25.675675675675674
60.0,1,False,True,False,Azarbaijan,740000000.0,740.0,12333333.333333334,12.333333333333334
50.0,1,False,False,False,Azarbaijan,1200000000.0,1200.0,24000000.0,24.0
60.0,2,True,True,False,Azarbaijan,1620000000.0,1620.0,27000000.0,27.0
77.0,2,False,True,True,Azarbaijan,1800000000.0,1800.0,23376623.376623377,23.376623376623378
50.0,1,True,True,False,Azarbaijan,1250000000.0,1250.0,25000000.0,25.0
58.0,1,False,True,False,Azarbaijan,1270000000.0,1270.0,21896551.724137932,21.896551724137932
71.0,2,True,True,True,Azari,1640000000.0,1640.0,23098591.549295776,23.098591549295776
79.0,2,False,False,False,Baghestan,750000000.0,750.0,9493670.88607595,9.493670886075948
85.0,2,True,True,False,Baghestan,765000000.0,765.0,9000000.0,9.0
75.0,2,False,False,False,Baghestan,600000000.0,600.0,8000000.0,8.0
70.0,1,False,False,False,Baghestan,560000000.0,560.0,8000000.0,8.0
62.0,1,False,True,True,Baghestan,620000000.0,620.0,10000000.0,10.0
53.0,1,False,True,False,Baghestan,450000000.0,450.0,8490566.03773585,8.49056603773585
50.0,1,False,True,False,Baghestan,410000000.0,410.0,8200000.0,8.2
70.0,2,False,True,True,Bahar,1200000000.0,1200.0,17142857.14285714,17.142857142857142
78.0,2,False,True,False,Baqershahr,800000000.0,800.0,10256410.256410256,10.256410256410255
66.0,2,False,True,False,Beryanak,1000000000.0,1000.0,15151515.151515152,15.151515151515152
54.0,1,False,True,False,Beryanak,830000000.0,830.0,15370370.370370371,15.370370370370372
62.0,2,True,True,True,Beryanak,1400000000.0,1400.0,22580645.16129032,22.58064516129032
66.0,2,False,True,False,Beryanak,1000000000.0,1000.0,15151515.151515152,15.151515151515152
50.0,1,True,True,False,Beryanak,830000000.0,830.0,16600000.0,16.6
62.0,2,False,True,False,Beryanak,930000000.0,930.0,15000000.0,15.0
72.0,2,False,True,True,Beryanak,1290000000.0,1290.0,17916666.666666668,17.916666666666668
75.0,2,True,True,True,Beryanak,1450000000.0,1450.0,19333333.333333332,19.333333333333332
67.0,1,True,False,True,Beryanak,1415000000.0,1415.0,21119402.98507463,21.11940298507463
65.0,2,False,False,True,Beryanak,1310000000.0,1310.0,20153846.153846152,20.153846153846153
72.0,2,False,True,True,Beryanak,1300000000.0,1300.0,18055555.555555556,18.055555555555557
48.0,1,False,True,False,Beryanak,830000000.0,830.0,17291666.666666668,17.291666666666668
60.0,1,False,True,False,Beryanak,830000000.0,830.0,13833333.333333334,13.833333333333334
33.0,1,False,True,False,Beryanak,560000000.0,560.0,16969696.96969697,16.96969696969697
59.0,1,False,True,False,Beryanak,880000000.0,880.0,14915254.237288136,14.915254237288137
55.0,2,False,True,True,Beryanak,1020000000.0,1020.0,18545454.545454547,18.545454545454547
43.0,1,False,True,True,Beryanak,725000000.0,725.0,16860465.11627907,16.86046511627907
62.0,1,False,True,False,Beryanak,682000000.0,682.0,11000000.0,11.0
48.0,1,False,False,False,Beryanak,740000000.0,740.0,15416666.666666666,15.416666666666666
54.0,1,False,True,False,Beryanak,760000000.0,760.0,14074074.074074075,14.074074074074074
68.0,2,False,True,True,Beryanak,1258000000.0,1258.0,18500000.0,18.5
82.0,2,True,True,True,Boloorsazi,1600000000.0,1600.0,19512195.12195122,19.51219512195122
70.0,1,True,True,True,Central Janatabad,3100000000.0,3100.0,44285714.28571428,44.285714285714285
63.0,2,True,True,True,Central Janatabad,3000000000.0,3000.0,47619047.61904762,47.61904761904762
90.0,2,True,True,True,Central Janatabad,3780000000.0,3780.0,42000000.0,42.0
67.0,2,True,True,True,Central Janatabad,2750000000.0,2750.0,41044776.11940298,41.04477611940298
80.0,2,True,True,True,Central Janatabad,3350000000.0,3350.0,41875000.0,41.875
75.0,1,True,True,True,Central Janatabad,3000000000.0,3000.0,40000000.0,40.0
75.0,2,True,True,True,Central Janatabad,3220000000.0,3220.0,42933333.333333336,42.93333333333334
80.0,2,True,True,True,Central Janatabad,3120000000.0,3120.0,39000000.0,39.0
75.0,1,True,True,True,Central Janatabad,3250000000.0,3250.0,43333333.333333336,43.333333333333336
86.0,2,True,True,True,Central Janatabad,3480000000.0,3480.0,40465116.27906977,40.46511627906977
88.0,2,True,True,True,Central Janatabad,3600000000.0,3600.0,40909090.90909091,40.90909090909091
93.0,2,True,True,True,Central Janatabad,4650000000.0,4650.0,50000000.0,50.0
110.0,2,True,True,True,Central Janatabad,4500000000.0,4500.0,40909090.90909091,40.90909090909091
75.0,1,True,True,True,Central Janatabad,3200000000.0,3200.0,42666666.666666664,42.666666666666664
80.0,2,True,True,True,Central Janatabad,4240000000.0,4240.0,53000000.0,53.0
67.0,2,True,True,False,Central Janatabad,2400000000.0,2400.0,35820895.52238806,35.820895522388064
58.0,2,True,True,False,Central Janatabad,2080000000.0,2080.0,35862068.96551724,35.86206896551724
61.0,1,True,True,False,Central Janatabad,2180000000.0,2180.0,35737704.91803279,35.73770491803279
81.0,2,True,True,True,Central Janatabad,4000000000.0,4000.0,49382716.04938272,49.382716049382715
70.0,1,True,True,True,Central Janatabad,3100000000.0,3100.0,44285714.28571428,44.285714285714285
66.0,2,True,True,True,Central Janatabad,2700000000.0,2700.0,40909090.90909091,40.90909090909091
75.0,2,True,True,True,Central Janatabad,3300000000.0,3300.0,44000000.0,44.0
89.0,2,True,True,True,Central Janatabad,3620000000.0,3620.0,40674157.30337079,40.67415730337079
65.0,1,True,True,True,Central Janatabad,3500000000.0,3500.0,53846153.84615385,53.84615384615385
95.0,2,True,True,True,Central Janatabad,3700000000.0,3700.0,38947368.421052635,38.94736842105264
60.0,2,True,True,False,Central Janatabad,2100000000.0,2100.0,35000000.0,35.0
90.0,2,True,True,False,Central Janatabad,3200000000.0,3200.0,35555555.55555555,35.55555555555555
98.0,2,True,True,True,Central Janatabad,4480000000.0,4480.0,45714285.71428572,45.714285714285715
76.0,2,True,True,True,Central Janatabad,2700000000.0,2700.0,35526315.78947368,35.526315789473685
115.0,2,True,True,True,Central Janatabad,5080000000.0,5080.0,44173913.04347826,44.17391304347826
92.0,2,True,True,True,Central Janatabad,3570000000.0,3570.0,38804347.82608695,38.80434782608695
103.0,2,True,True,True,Central Janatabad,4300000000.0,4300.0,41747572.81553398,41.74757281553398
86.0,2,True,True,True,Central Janatabad,3480000000.0,3480.0,40465116.27906977,40.46511627906977
85.0,2,True,True,True,Central Janatabad,3150000000.0,3150.0,37058823.52941176,37.05882352941176
88.0,2,True,True,True,Central Janatabad,3400000000.0,3400.0,38636363.63636363,38.63636363636363
93.0,2,True,True,True,Central Janatabad,4370000000.0,4370.0,46989247.31182796,46.98924731182796
79.0,2,True,True,True,Central Janatabad,2999000000.0,2999.0,37962025.3164557,37.9620253164557
77.0,2,True,True,False,Central Janatabad,2400000000.0,2400.0,31168831.16883117,31.16883116883117
83.0,2,True,True,True,Central Janatabad,3859000000.0,3859.0,46493975.90361446,46.49397590361446
94.0,2,True,True,True,Central Janatabad,4512000000.0,4512.0,48000000.0,48.0
101.0,2,True,True,True,Central Janatabad,4700000000.0,4700.0,46534653.46534654,46.53465346534654
75.0,2,True,True,False,Central Janatabad,2750000000.0,2750.0,36666666.666666664,36.666666666666664
97.0,2,True,True,True,Central Janatabad,3600000000.0,3600.0,37113402.061855674,37.11340206185567
105.0,2,True,True,True,Central Janatabad,4300000000.0,4300.0,40952380.952380955,40.952380952380956
100.0,2,True,True,True,Central Janatabad,3600000000.0,3600.0,36000000.0,36.0
90.0,2,True,True,True,Central Janatabad,3600000000.0,3600.0,40000000.0,40.0
110.0,1,True,True,True,Central Janatabad,4450000000.0,4450.0,40454545.45454545,40.45454545454545
86.0,2,True,True,True,Central Janatabad,3600000000.0,3600.0,41860465.11627907,41.86046511627907
60.0,1,True,True,False,Central Janatabad,2190000000.0,2190.0,36500000.0,36.5
85.0,2,True,True,True,Central Janatabad,3350000000.0,3350.0,39411764.705882356,39.411764705882355
86.0,2,True,True,True,Central Janatabad,3800000000.0,3800.0,44186046.511627905,44.18604651162791
115.0,2,True,True,True,Central Janatabad,4870000000.0,4870.0,42347826.08695652,42.34782608695652
80.0,2,True,True,True,Central Janatabad,3395000000.0,3395.0,42437500.0,42.4375
64.0,2,True,True,True,Central Janatabad,2240000000.0,2240.0,35000000.0,35.0
86.0,2,True,True,True,Central Janatabad,3330000000.0,3330.0,38720930.23255814,38.72093023255814
94.0,2,True,True,True,Central Janatabad,4300000000.0,4300.0,45744680.85106383,45.74468085106383
58.0,1,True,True,False,Central Janatabad,2000000000.0,2000.0,34482758.62068965,34.48275862068965
70.0,2,True,True,False,Central Janatabad,2100000000.0,2100.0,30000000.0,30.0
85.0,2,True,True,True,Central Janatabad,3300000000.0,3300.0,38823529.4117647,38.8235294117647
73.0,2,True,False,False,Central Janatabad,2750000000.0,2750.0,37671232.87671233,37.67123287671233
88.0,2,True,True,True,Central Janatabad,4000000000.0,4000.0,45454545.45454545,45.45454545454545
95.0,2,True,True,True,Central Janatabad,4000000000.0,4000.0,42105263.15789474,42.10526315789474
60.0,2,True,True,False,Central Janatabad,2100000000.0,2100.0,35000000.0,35.0
65.0,2,True,True,True,Central Janatabad,2620000000.0,2620.0,40307692.307692304,40.30769230769231
84.0,2,True,True,True,Central Janatabad,3850000000.0,3850.0,45833333.333333336,45.833333333333336
67.0,2,True,True,True,Central Janatabad,3150000000.0,3150.0,47014925.37313433,47.01492537313433
66.0,2,True,True,True,Central Janatabad,2620000000.0,2620.0,39696969.696969695,39.696969696969695
90.0,2,True,True,True,Central Janatabad,3600000000.0,3600.0,40000000.0,40.0
75.0,2,True,True,True,Central Janatabad,3300000000.0,3300.0,44000000.0,44.0
90.0,2,True,True,True,Central Janatabad,3550000000.0,3550.0,39444444.44444445,39.44444444444445
115.0,2,True,True,True,Central Janatabad,3900000000.0,3900.0,33913043.47826087,33.91304347826087
90.0,2,True,True,True,Central Janatabad,3590000000.0,3590.0,39888888.88888889,39.888888888888886
86.0,2,True,True,True,Central Janatabad,4300000000.0,4300.0,50000000.0,50.0
61.0,1,True,True,True,Central Janatabad,2000000000.0,2000.0,32786885.24590164,32.786885245901644
82.0,2,True,True,True,Central Janatabad,3000000000.0,3000.0,36585365.853658535,36.58536585365854
80.0,2,True,True,True,Central Janatabad,3000000000.0,3000.0,37500000.0,37.5
46.0,1,True,True,True,Central Janatabad,1950000000.0,1950.0,42391304.347826086,42.391304347826086
92.0,2,True,True,True,Central Janatabad,3400000000.0,3400.0,36956521.73913044,36.95652173913044
85.0,2,False,True,True,Central Janatabad,3200000000.0,3200.0,37647058.823529415,37.64705882352941
88.0,2,True,True,True,Central Janatabad,4000000000.0,4000.0,45454545.45454545,45.45454545454545
75.0,2,False,False,False,Chahardangeh,780000000.0,780.0,10400000.0,10.4
150.0,2,False,True,True,Chardangeh,1200000000.0,1200.0,8000000.0,8.0
144.0,3,True,True,True,Chardivari,7632000000.0,7632.0,53000000.0,53.0
58.0,1,True,True,False,Chidz,3000000000.0,3000.0,51724137.93103448,51.724137931034484
107.0,2,True,True,True,Chidz,8600000000.0,8600.0,80373831.77570094,80.37383177570094
200.0,2,True,True,False,Damavand,3500000000.0,3500.0,17500000.0,17.5
